Here is my sorted list of zipcode tuples in NYC with over 100 restaurants

(11434.0, 12.411764705882353, 1440)
(10075.0, 12.43010752688172, 1520)
(10034.0, 12.565217391304348, 1696)
(11229.0, 12.588235294117647, 2272)
(10021.0, 12.613793103448275, 2432)
(11416.0, 12.642857142857142, 704)
(10302.0, 12.666666666666666, 1088)
(10128.0, 12.677631578947368, 2544)
(10006.0, 12.733333333333333, 752)
(10037.0, 12.774193548387096, 496)
(11372.0, 12.841750841750843, 5104)
(10032.0, 12.859649122807017, 1872)
(11691.0, 12.930232558139535, 720)
(11354.0, 12.952095808383234, 5776)
(11377.0, 13.00497512437811, 3424)
(10033.0, 13.026785714285714, 1920)
(10304.0, 13.156862745098039, 976)
(11419.0, 13.162790697674419, 1456)
(11220.0, 13.181506849315069, 5072)
(10303.0, 13.294117647058824, 592)
(11235.0, 13.296296296296296, 2816)
(11363.0, 13.307692307692308, 224)
(11104.0, 13.567307692307692, 1824)
(11414.0, 13.595744680851064, 800)
(10026.0, 13.691176470588236, 1184)
(11429.0, 13.833333333333334, 384)
(11428.0, 13.945945945945946, 640)
(11355.0, 14.08108108108108, 3152)
(11694.0, 14.333333333333334, 608)
(10039.0, 14.892857142857142, 496)
(11415.0, 15.657142857142857, 576)
(10310.0, 15.98, 896)

My 'CartoDB' link: https://shakti1994.carto.com/builder/619cfd7b-a387-4925-9f28-04e4b4cd8db7/embed
